nofinessej;nofinesset;libde_equipement;libta_equipement;lib_categorie_etablissement;coordyet;coordxet;raison_sociale;raison_sociale_longue;capinstot;commune;departement;libdepartement;client;longitude;latitude;groupe;groupe_equipement;code_insee
310026133;090003922;Hébergement médico soc personnes en difficultés spécifiques;Hébergement Complet Internat;Appartement de Coordination Thérapeutique (A.C.T.);6225284.3;587186.9;UCRM - ACT - ANTENNE PAMIERS;;14;225;09;ARIEGE;Personnes nécessitant prise en charge psycho soc et san SAI;1.614831572877213;43.11791978625785;Coordination / Administration;Hébergement;09225
750015968;110003068;Hébergement médico soc personnes en difficultés spécifiques;Hébergement Complet Internat;Appartement de Coordination Thérapeutique (A.C.T.);6236151.6;648325.9;ACT GROUPE SOS SOLIDARITES;ACT SOS HABITAT ET SOINS CARCASSONNE;16;069;11;AUDE;Personnes nécessitant prise en charge psycho soc et san SAI;2.364397312842166;43.22269802167327;Coordination / Administration;Hébergement;11069
120783931;120007562;Hébergement médico soc personnes en difficultés spécifiques;Hébergement Complet Internat;Appartement de Coordination Thérapeutique (A.C.T.);6361484.2;623238.6;ACT VILLEFRANCHE DE ROUERGUE;APPARTEMENT DE COORDINATION THERAPEUTIQUE;6;300;12;AVEYRON;Personnes nécessitant prise en charge psycho soc et san SAI;2.0370438589911295;44.348176091071274;Coordination / Administration;Hébergement;12300
750015968;300003399;Hébergement médico soc personnes en difficultés spécifiques;Hébergement Complet Internat;Appartement de Coordination Thérapeutique (A.C.T.);6305146.3;809570.4;ACT LOU CANTOU NIMES;APPARTEMENTS DE COORDINATION THERAPEUTIQUE LOU CANTOU NIMES;18;189;30;GARD;Personnes nécessitant prise en charge psycho soc et san SAI;4.362276576274105;43.83682124023518;Coordination / Administration;Hébergement;30189
300786324;300012259;Hébergement médico soc personnes en difficultés spécifiques;Hébergement de Nuit Eclaté;Appartement de Coordination Thérapeutique (A.C.T.);6336873.3;787150.3;ACT AGFAS ALES;ACT AGFAS ALES;9;007;30;GARD;Personnes nécessitant prise en charge psycho soc et san SAI;4.089009482246157;44.12545579915195;Coordination / Administration;Hébergement;30007
300008778;300021763;Hébergement médico soc personnes en difficultés spécifiques;Hébergement Complet Internat;Appartement de Coordination Thérapeutique (A.C.T.);6321460.7;748828.6;ACT ESCALE SANTÉ INTER' AIDE;;2;350;30;GARD;Personnes nécessitant prise en charge psycho soc et san SAI;3.608692491354445;43.99045435241878;Coordination / Administration;Hébergement;30350
300008778;300021763;Accueil orientation soins accompagnement diff spécifiques;Prestation en milieu ordinaire;Appartement de Coordination Thérapeutique (A.C.T.);6321460.7;748828.6;ACT ESCALE SANTÉ INTER' AIDE;;15;350;30;GARD;Personnes nécessitant prise en charge psycho soc et san SAI;3.608692491354445;43.99045435241878;Coordination / Administration;Autres;30350
310026133;310007638;Hébergement médico soc personnes en difficultés spécifiques;Hébergement Complet Internat;Appartement de Coordination Thérapeutique (A.C.T.);6277682.0;570366.8;ACT UCRM TOULOUSE;APPARTEMENT DE COORDINATION THERAPEUTIQUE SAMARIE;8;555;31;HAUTE GARONNE;Personnes nécessitant prise en charge psycho soc et san SAI;1.3952868681259376;43.58634086427104;Coordination / Administration;Hébergement;31555
310026133;310007638;Hébergement médico soc personnes en difficultés spécifiques;Hébergement Complet Internat;Appartement de Coordination Thérapeutique (A.C.T.);6277682.0;570366.8;ACT UCRM TOULOUSE;APPARTEMENT DE COORDINATION THERAPEUTIQUE SAMARIE;42;555;31;HAUTE GARONNE;Personnes nécessitant prise en charge psycho soc et san SAI;1.3952868681259376;43.58634086427104;Coordination / Administration;Hébergement;31555
310026133;310008768;Hébergement médico soc personnes en difficultés spécifiques;Hébergement Complet Internat;Appartement de Coordination Thérapeutique (A.C.T.);6282042.6;575343.2;ACT LA CLEF UCRM TOULOUSE;APPARTEMENT DE COORDINATION THERAPEUTIQUE LA CLEF UCRM;4;555;31;HAUTE GARONNE;Personnes nécessitant prise en charge psycho soc et san SAI;1.4558176129434655;43.62646108005533;Coordination / Administration;Hébergement;31555
310026133;310008768;Hébergement médico soc personnes en difficultés spécifiques;Hébergement Complet Internat;Appartement de Coordination Thérapeutique (A.C.T.);6282042.6;575343.2;ACT LA CLEF UCRM TOULOUSE;APPARTEMENT DE COORDINATION THERAPEUTIQUE LA CLEF UCRM;43;555;31;HAUTE GARONNE;Personnes nécessitant prise en charge psycho soc et san SAI;1.4558176129434655;43.62646108005533;Coordination / Administration;Hébergement;31555
310028253;310023684;Hébergement médico soc personnes en difficultés spécifiques;Hébergement de Nuit Eclaté;Appartement de Coordination Thérapeutique (A.C.T.);6278121.7;573438.0;UN CHEZ SOI D'ABORD TOULOUSE;ETABLISSEMENT EXPERIMENTAL UN CHEZ SOI D'ABORD TOULOUSE;100;555;31;HAUTE GARONNE;Personnes nécessitant prise en charge psycho soc et san SAI;1.4331867808792804;43.590851205829175;Coordination / Administration;Hébergement;31555
310028253;310031786;Hébergement médico soc personnes en difficultés spécifiques;Hébergement de Nuit Eclaté;Appartement de Coordination Thérapeutique (A.C.T.);6278121.7;573438.0;UN CHEZ SOI D'ABORD JEUNES TOULOUSE;UN CHEZ SOI D'ABORD JEUNES TOULOUSE;50;555;31;HAUTE GARONNE;Personnes avec Problèmes Psychiques;1.4331867808792804;43.590851205829175;Coordination / Administration;Hébergement;31555
320783046;320005077;Hébergement médico soc personnes en difficultés spécifiques;Hébergement Complet Internat;Appartement de Coordination Thérapeutique (A.C.T.);6285461.3;505417.4;ACT REGAR AUCH;APPARTEMENT COORDINATION THERAPEUTIQUE REGAR AUCH;5;013;32;GERS;Personnes nécessitant prise en charge psycho soc et san SAI;0.5887625323128629;43.6414556345938;Coordination / Administration;Hébergement;32013
340000686;340008879;Hébergement médico soc personnes en difficultés spécifiques;Hébergement Complet Internat;Appartement de Coordination Thérapeutique (A.C.T.);6280254.3;766762.4;ACT AERS L'EMBELLIE;ACT AERS L'EMBELLIE;45;172;34;HERAULT;Personnes nécessitant prise en charge psycho soc et san SAI;3.8268604449976227;43.61819275825087;Coordination / Administration;Hébergement;34172
750713406;340018118;Hébergement médico soc personnes en difficultés spécifiques;Hébergement de Nuit Eclaté;Appartement de Coordination Thérapeutique (A.C.T.);6282253.8;766980.9;ACT ANPAA 34 MONTPELLIER;APPARTEMENT COORDINATION THERAPEUTIQUE ANPAA 34 MONTPELLIER;12;172;34;HERAULT;Personnes nécessitant prise en charge psycho soc et san SAI;3.82982663420748;43.63616225677074;Coordination / Administration;Hébergement;34172
340787589;340025113;Hébergement médico soc personnes en difficultés spécifiques;Hébergement Complet Internat;Appartement de Coordination Thérapeutique (A.C.T.);6281755.7;766560.6;ACT LES HORIZONS DE REGAIN;ACT HANDICAP PSYCHIQUE LES HORIZONS DE REGAIN;10;172;34;HERAULT;Personnes nécessitant prise en charge psycho soc et san SAI;3.8245554784498634;43.63172029150637;Coordination / Administration;Hébergement;34172
340027895;340027903;Hébergement médico soc personnes en difficultés spécifiques;Hébergement de Nuit Eclaté;Appartement de Coordination Thérapeutique (A.C.T.);6278449.0;771012.2;ACT UN CHEZ SOI D'ABORD MONTPELLIER;ACT UN CHEZ SOI D'ABORD MONTPELLIER;100;172;34;HERAULT;Personnes nécessitant prise en charge psycho soc et san SAI;3.8792415593353673;43.601537067859795;Coordination / Administration;Hébergement;34172
340015775;340030964;Hébergement médico soc personnes en difficultés spécifiques;Hébergement Complet Internat;Appartement de Coordination Thérapeutique (A.C.T.);6256464.2;756700.5;ACT SOLIDARITÉ URGENCE SÉTOISE;;5;301;34;HERAULT;Personnes nécessitant prise en charge psycho soc et san SAI;3.6996391277525937;43.40503638935606;Coordination / Administration;Hébergement;34301
750713406;480002963;Hébergement médico soc personnes en difficultés spécifiques;Hébergement de Nuit Eclaté;Appartement de Coordination Thérapeutique (A.C.T.);6379526.3;739677.1;ACT ANPAA 48 MENDE;ACT ANPAA 48 MENDE;6;095;48;LOZERE;Personnes nécessitant prise en charge psycho soc et san SAI;3.4991901167825112;44.51367341166334;Coordination / Administration;Hébergement;48095
750719361;480004225;Hébergement médico soc personnes en difficultés spécifiques;Hébergement Complet Internat;Appartement de Coordination Thérapeutique (A.C.T.);6380175.1;739616.0;ACT AURORE 48 MENDE;ACT AURORE 48 MENDE;6;095;48;LOZERE;Personnes nécessitant prise en charge psycho soc et san SAI;3.4984729478717362;44.51951741042896;Coordination / Administration;Hébergement;48095
650001498;650002298;Hébergement médico soc personnes en difficultés spécifiques;Hébergement Complet Internat;Appartement de Coordination Thérapeutique (A.C.T.);6241326.3;463649.5;"ACT ""PAGE"" 65 SEMEAC";"APPARTEMENT DE COORDINATION THERAPEUTIQUE ""PAGE"" 65 SEMEAC";14;417;65;HAUTES PYRENEES;Personnes nécessitant prise en charge psycho soc et san SAI;0.09174491999721839;43.23196021095586;Coordination / Administration;Hébergement;65417
650001498;650002298;Accueil orientation soins accompagnement diff spécifiques;Prestation en milieu ordinaire;Appartement de Coordination Thérapeutique (A.C.T.);6241326.3;463649.5;"ACT ""PAGE"" 65 SEMEAC";"APPARTEMENT DE COORDINATION THERAPEUTIQUE ""PAGE"" 65 SEMEAC";15;417;65;HAUTES PYRENEES;Personnes nécessitant prise en charge psycho soc et san SAI;0.09174491999721839;43.23196021095586;Coordination / Administration;Autres;65417
750015968;660004896;Hébergement médico soc personnes en difficultés spécifiques;Hébergement Complet Internat;Appartement de Coordination Thérapeutique (A.C.T.);6178603.2;689886.3;ACT GROUPE SOS SOLIDARITES PERPIGNAN;ACT GROUPE SOS SOLIDARITES PERPIGNAN;23;136;66;PYRENEES ORIENTALES;Personnes nécessitant prise en charge psycho soc et san SAI;2.8767020276986512;42.706955904456436;Coordination / Administration;Hébergement;66136
110010600;660013277;Hébergement médico soc personnes en difficultés spécifiques;Hébergement de Nuit Eclaté;Appartement de Coordination Thérapeutique (A.C.T.);6174694.6;690998.0;ACT UN CHEZ SOI D'ABORD PERPIGNAN;ACT UN CHEZ SOI D'ABORD PERPIGNAN;55;136;66;PYRENEES ORIENTALES;Personnes nécessitant prise en charge psycho soc et san SAI;2.8903211342922526;42.671828766524285;Coordination / Administration;Hébergement;66136
310026133;810011106;Hébergement médico soc personnes en difficultés spécifiques;Hébergement Complet Internat;Appartement de Coordination Thérapeutique (A.C.T.);6314136.8;631464.3;UCRM - ACT - ANTENNE CASTRES;APPARTEMENT COORDINATION THERAPEUTIQUE CASTRES;25;004;81;TARN;Personnes nécessitant prise en charge psycho soc et san SAI;2.1466437890190955;43.92290239285324;Coordination / Administration;Hébergement;81004
310026133;820009538;Hébergement médico soc personnes en difficultés spécifiques;Hébergement Complet Internat;Appartement de Coordination Thérapeutique (A.C.T.);6326125.2;568663.0;UCRM - ACT - ANTENNE MONTAUBAN;;19;121;82;TARN ET GARONNE;Personnes nécessitant prise en charge psycho soc et san SAI;1.361762051030481;44.021866172310226;Coordination / Administration;Hébergement;82121
750721334;090003054;Hébergement d'Urgence Adultes, Familles Difficulté;Hébergement Complet Internat;Autre Centre d'Accueil;6204597.7;606044.3;ACCUEIL DE NUIT;;6;160;09;ARIEGE;Personnes sans Domicile;1.850033656113821;42.93461784000093;Centres d'accueil;Hébergement;09160
090784232;090004029;Hébergement d'Urgence Adultes, Familles Difficulté;Hébergement Complet Internat;Autre Centre d'Accueil;6211122.9;548261.9;ESPACE ACCUEIL ST GIRONS;;3;261;09;ARIEGE;Femmes Victimes de Violence;1.141140268891326;42.98338987048334;Centres d'accueil;Hébergement;09261
090784232;090004029;Veille sociale;Accueil de Jour;Autre Centre d'Accueil;6211122.9;548261.9;ESPACE ACCUEIL ST GIRONS;;;261;09;ARIEGE;Autres Adultes en difficulté d'Insertion Sociale;1.141140268891326;42.98338987048334;Centres d'accueil;Social;09261
090784232;090004029;Hébergement d'Urgence Adultes, Familles Difficulté;Hébergement Complet Internat;Autre Centre d'Accueil;6211122.9;548261.9;ESPACE ACCUEIL ST GIRONS;;10;261;09;ARIEGE;Tous publics en difficulté;1.141140268891326;42.98338987048334;Centres d'accueil;Hébergement;09261
090784380;090004037;Hébergement d'Urgence Adultes, Familles Difficulté;Hébergement de Nuit Eclaté;Autre Centre d'Accueil;6225315.1;587555.4;CHU-ACCUEIL DE JOUR HERISSON BELOR;CENTRE D'HEBERGEMENT D'URGENCE ET ACCUEIL DE JOUR;2;225;09;ARIEGE;Adultes en Difficulté d'Insertion Sociale (SAI);1.619348641214024;43.11825481390956;Centres d'accueil;Hébergement;09225
090784380;090004037;Hébergement d'Urgence Adultes, Familles Difficulté;Hébergement Complet Internat;Autre Centre d'Accueil;6225315.1;587555.4;CHU-ACCUEIL DE JOUR HERISSON BELOR;CENTRE D'HEBERGEMENT D'URGENCE ET ACCUEIL DE JOUR;19;225;09;ARIEGE;Familles en difficulté et/ou femmes isolées;1.619348641214024;43.11825481390956;Centres d'accueil;Hébergement;09225
090784380;090004037;Hébergement d'Urgence Adultes, Familles Difficulté;Hébergement Complet Internat;Autre Centre d'Accueil;6225315.1;587555.4;CHU-ACCUEIL DE JOUR HERISSON BELOR;CENTRE D'HEBERGEMENT D'URGENCE ET ACCUEIL DE JOUR;1;225;09;ARIEGE;Femmes Victimes de Violence;1.619348641214024;43.11825481390956;Centres d'accueil;Hébergement;09225
090784380;090004037;Soutien et accompagnement social;Accueil de Jour;Autre Centre d'Accueil;6225315.1;587555.4;CHU-ACCUEIL DE JOUR HERISSON BELOR;CENTRE D'HEBERGEMENT D'URGENCE ET ACCUEIL DE JOUR;;225;09;ARIEGE;Tous publics en difficulté;1.619348641214024;43.11825481390956;Centres d'accueil;Social;09225
090000076;090004045;Hébergement d'Urgence Adultes, Familles Difficulté;Hébergement de Nuit Eclaté;Autre Centre d'Accueil;6238212.2;584252.1;"CHU LIEU DIT ""BELJUEL""";;22;282;09;ARIEGE;Familles en difficulté et/ou femmes isolées;1.5759421130730302;43.233715393315464;Centres d'accueil;Hébergement;09282
750806606;090004052;Hébergement d'Urgence Adultes, Familles Difficulté;Hébergement Complet Internat;Autre Centre d'Accueil;6208542.1;586382.9;CHU FRANCE HORIZON;CENTRE D'HEBERGEMENT D'URGENCE FRANCE HORIZON;5;122;09;ARIEGE;Adultes en Difficulté d'Insertion Sociale (SAI);1.6085837386867814;42.96724028500136;Centres d'accueil;Hébergement;09122
750806606;090004052;Hébergement d'Urgence Adultes, Familles Difficulté;Hébergement de Nuit Eclaté;Autre Centre d'Accueil;6208542.1;586382.9;CHU FRANCE HORIZON;CENTRE D'HEBERGEMENT D'URGENCE FRANCE HORIZON;7;122;09;ARIEGE;Adultes en Difficulté d'Insertion Sociale (SAI);1.6085837386867814;42.96724028500136;Centres d'accueil;Hébergement;09122
750806606;090004052;Hébergement d'Urgence Adultes, Familles Difficulté;Hébergement de Nuit Eclaté;Autre Centre d'Accueil;6208542.1;586382.9;CHU FRANCE HORIZON;CENTRE D'HEBERGEMENT D'URGENCE FRANCE HORIZON;10;122;09;ARIEGE;Tous publics en difficulté;1.6085837386867814;42.96724028500136;Centres d'accueil;Hébergement;09122
750721334;090004391;Soutien et accompagnement social;Accueil de Jour;Autre Centre d'Accueil;6208504.8;585976.2;ACCUEIL DE JOUR;;;122;09;ARIEGE;Tous publics en difficulté;1.6036121849435143;42.9668403289723;Centres d'accueil;Social;09122
090004409;090004417;Hébergement d'Urgence Adultes, Familles Difficulté;Hébergement de Nuit Eclaté;Autre Centre d'Accueil;6238939.5;584183.6;CHU DU CCAS SAVERDUN;CENTRE D'HEBERGEMENT D'URGENCE -CCAS SAVERDUN;2;282;09;ARIEGE;Tous publics en difficulté;1.5749380628926972;43.24024543479366;Centres d'accueil;Hébergement;09282
090004441;090004458;Hébergement d'Urgence Adultes, Familles Difficulté;Hébergement Complet Internat;Autre Centre d'Accueil;6204246.6;605721.7;CHU DU CIAS DU PAYS D'OLMES;CENTRE D'HEBERGEMENT DU CENTRE INTERCOMMUNAL ACTION SOCIALE;5;160;09;ARIEGE;Femmes Victimes de Violence;1.8461485598883949;42.931418438392;Centres d'accueil;Hébergement;09160
110791803;110005014;Hébergement d'Urgence Adultes, Familles Difficulté;Hébergement Complet Internat;Autre Centre d'Accueil;6230968.0;701821.7;MAISON DE L'AMITIE NARBONNE;MAISON DE L'AMITIE AUDE URGENCE ACCUEIL NARBONNE;20;262;11;AUDE;Tous publics en difficulté;3.0223897109226137;43.177940176246445;Centres d'accueil;Hébergement;11262
110791803;110005014;Hébergement d'Urgence Adultes, Familles Difficulté;Hébergement de Nuit Eclaté;Autre Centre d'Accueil;6230968.0;701821.7;MAISON DE L'AMITIE NARBONNE;MAISON DE L'AMITIE AUDE URGENCE ACCUEIL NARBONNE;13;262;11;AUDE;Tous publics en difficulté;3.0223897109226137;43.177940176246445;Centres d'accueil;Hébergement;11262
110791803;110005014;Veille sociale;Accueil de Jour;Autre Centre d'Accueil;6230968.0;701821.7;MAISON DE L'AMITIE NARBONNE;MAISON DE L'AMITIE AUDE URGENCE ACCUEIL NARBONNE;;262;11;AUDE;Tous publics en difficulté;3.0223897109226137;43.177940176246445;Centres d'accueil;Social;11262
110791803;110005014;Hébergement de Stabilisation Adultes,familles Difficulté;Hébergement Complet Internat;Autre Centre d'Accueil;6230968.0;701821.7;MAISON DE L'AMITIE NARBONNE;MAISON DE L'AMITIE AUDE URGENCE ACCUEIL NARBONNE;3;262;11;AUDE;Hommes seuls en difficulté;3.0223897109226137;43.177940176246445;Centres d'accueil;Hébergement;11262
110791803;110005014;Hébergement d'Urgence Adultes, Familles Difficulté;Hébergement de Nuit Eclaté;Autre Centre d'Accueil;6230968.0;701821.7;MAISON DE L'AMITIE NARBONNE;MAISON DE L'AMITIE AUDE URGENCE ACCUEIL NARBONNE;15;262;11;AUDE;Femmes Victimes de Violence;3.0223897109226137;43.177940176246445;Centres d'accueil;Hébergement;11262
110791803;110005014;Hébergement Réadapt. Sociale Pers.Familles en Difficulté;Hébergement Complet Internat;Autre Centre d'Accueil;6230968.0;701821.7;MAISON DE L'AMITIE NARBONNE;MAISON DE L'AMITIE AUDE URGENCE ACCUEIL NARBONNE;7;262;11;AUDE;Hommes seuls en difficulté;3.0223897109226137;43.177940176246445;Centres d'accueil;Hébergement;11262
110791803;110005469;Hébergement d'Urgence Adultes, Familles Difficulté;Hébergement de Nuit Eclaté;Autre Centre d'Accueil;6218050.4;636506.9;ACCUEIL DE JOUR MAISON DE L'AMITIE;ACCUEIL DE JOUR MAISON DE L'AMITIE;5;206;11;AUDE;Femmes Victimes de Violence;2.221225433739388;43.05894087408359;Centres d'accueil;Hébergement;11206
110791803;110005469;Hébergement d'Urgence Adultes, Familles Difficulté;Hébergement Complet Internat;Autre Centre d'Accueil;6218050.4;636506.9;ACCUEIL DE JOUR MAISON DE L'AMITIE;ACCUEIL DE JOUR MAISON DE L'AMITIE;1;206;11;AUDE;Tous publics en difficulté;2.221225433739388;43.05894087408359;Centres d'accueil;Hébergement;11206
110791803;110005469;Veille sociale;Accueil de Jour;Autre Centre d'Accueil;6218050.4;636506.9;ACCUEIL DE JOUR MAISON DE L'AMITIE;ACCUEIL DE JOUR MAISON DE L'AMITIE;;206;11;AUDE;Tous publics en difficulté;2.221225433739388;43.05894087408359;Centres d'accueil;Social;11206
110791803;110005600;Hébergement d'Urgence Adultes, Familles Difficulté;Hébergement de Nuit Eclaté;Autre Centre d'Accueil;6234641.5;647182.3;AUDE URGENCE ACCUEIL;;15;069;11;AUDE;Femmes Victimes de Violence;2.350484195430734;43.209031313674615;Centres d'accueil;Hébergement;11069
110791803;110005600;Hébergement d'Urgence Adultes, Familles Difficulté;Hébergement de Nuit Eclaté;Autre Centre d'Accueil;6234641.5;647182.3;AUDE URGENCE ACCUEIL;;18;069;11;AUDE;Tous publics en difficulté;2.350484195430734;43.209031313674615;Centres d'accueil;Hébergement;11069
110791803;110005600;Hébergement d'Urgence Adultes, Familles Difficulté;Hébergement Complet Internat;Autre Centre d'Accueil;6234641.5;647182.3;AUDE URGENCE ACCUEIL;;4;069;11;AUDE;Tous publics en difficulté;2.350484195430734;43.209031313674615;Centres d'accueil;Hébergement;11069
110791803;110005600;Veille sociale;Permanence téléphonique;Autre Centre d'Accueil;6234641.5;647182.3;AUDE URGENCE ACCUEIL;;;069;11;AUDE;Tous publics en difficulté;2.350484195430734;43.209031313674615;Centres d'accueil;Social;11069
110791803;110005600;Hébergement de Stabilisation Adultes,familles Difficulté;Hébergement Complet Internat;Autre Centre d'Accueil;6234641.5;647182.3;AUDE URGENCE ACCUEIL;;3;069;11;AUDE;Tous publics en difficulté;2.350484195430734;43.209031313674615;Centres d'accueil;Hébergement;11069
110787447;110005618;Veille sociale;Equipe mobile de rue;Autre Centre d'Accueil;6234863.5;646045.7;ADAFF LA PASSERELLE;;;069;11;AUDE;Tous publics en difficulté;2.3364847806573628;43.21094313800015;Centres d'accueil;Social;11069
110786159;110005832;Hébergement d'Urgence Adultes, Familles Difficulté;Hébergement Complet Internat;Autre Centre d'Accueil;6234976.8;647381.5;FAOL FJT-CHU;;6;069;11;AUDE;Jeunes Adultes en Difficulté;2.35289992062672;43.21206195615244;Centres d'accueil;Hébergement;11069
110786159;110007309;Hébergement d'Urgence Adultes, Familles Difficulté;Hébergement de Nuit Eclaté;Autre Centre d'Accueil;6235445.7;647836.9;AUTRE CENTRE D'ACCUEIL  FAOL;;93;069;11;AUDE;Tous publics en difficulté;2.3584533128032747;43.21631302203436;Centres d'accueil;Hébergement;11069
110786159;110007309;Hébergement d'Urgence Adultes, Familles Difficulté;Hébergement de Nuit Eclaté;Autre Centre d'Accueil;6235445.7;647836.9;AUTRE CENTRE D'ACCUEIL  FAOL;;3;069;11;AUDE;Personnes sans Domicile;2.3584533128032747;43.21631302203436;Centres d'accueil;Hébergement;11069
750015968;110009065;Hébergement d'Urgence Adultes, Familles Difficulté;Hébergement de Nuit Eclaté;Autre Centre d'Accueil;6247052.0;615601.3;CHU PSL 11;CENTRE HEBERGEMENT URGENCE PLATEFORME SOCIALE DU LAURAGAIS;6;076;11;AUDE;Femmes Seules en Difficulté;1.9601495032270728;43.317623850041954;Centres d'accueil;Hébergement;11076
750015968;110009065;Hébergement d'Urgence Adultes, Familles Difficulté;Hébergement de Nuit Eclaté;Autre Centre d'Accueil;6247052.0;615601.3;CHU PSL 11;CENTRE HEBERGEMENT URGENCE PLATEFORME SOCIALE DU LAURAGAIS;40;076;11;AUDE;Tous publics en difficulté;1.9601495032270728;43.317623850041954;Centres d'accueil;Hébergement;11076
750015968;110009065;Soutien et accompagnement social;Accueil de Jour;Autre Centre d'Accueil;6247052.0;615601.3;CHU PSL 11;CENTRE HEBERGEMENT URGENCE PLATEFORME SOCIALE DU LAURAGAIS;;076;11;AUDE;Tous publics en difficulté;1.9601495032270728;43.317623850041954;Centres d'accueil;Social;11076
300019775;110009172;Hébergement d'Urgence Adultes, Familles Difficulté;Hébergement de Nuit Eclaté;Autre Centre d'Accueil;6234769.2;647693.5;CHU SOLIHA;CENTRE D'HEBERGEMENT D'URGENCE SOLIHA;25;069;11;AUDE;Tous publics en difficulté;2.3567575103192544;43.210217579891925;Centres d'accueil;Hébergement;11069
300019775;110009180;Hébergement d'Urgence Adultes, Familles Difficulté;Hébergement de Nuit Eclaté;Autre Centre d'Accueil;6231627.0;700310.0;CHU SOLIHA 2;CENTRE D'HEBERGEMENT D'URGENCE SOLIHA 2;5;262;11;AUDE;Femmes Victimes de Violence;3.003810464173475;43.183870014124636;Centres d'accueil;Hébergement;11262
110005717;110009602;Hébergement d'Urgence Adultes, Familles Difficulté;Hébergement Complet Internat;Autre Centre d'Accueil;6234746.7;643648.2;CHU DE L'UDAF DE L'AUDE;CENTRE D'HEBERGEMENT D'URGENCE DE L'UDAF;2;069;11;AUDE;Hommes seuls en difficulté;2.3070150688126545;43.20970732185586;Centres d'accueil;Hébergement;11069
120006762;120006770;Hébergement d'Urgence Adultes, Familles Difficulté;Hébergement Complet Internat;Autre Centre d'Accueil;6384278.8;641533.7;ACCES LOGEMENT INSERTION;;2;089;12;AVEYRON;Personnes sans Domicile;2.2638711129611164;44.55513244305099;Centres d'accueil;Hébergement;12089
120006762;120006770;Hébergement de Stabilisation Adultes,familles Difficulté;Hébergement Complet Internat;Autre Centre d'Accueil;6384278.8;641533.7;ACCES LOGEMENT INSERTION;;8;089;12;AVEYRON;Tous publics en difficulté;2.2638711129611164;44.55513244305099;Centres d'accueil;Hébergement;12089
120006762;120006770;Hébergement d'Urgence Adultes, Familles Difficulté;Hébergement Complet Internat;Autre Centre d'Accueil;6384278.8;641533.7;ACCES LOGEMENT INSERTION;;2;089;12;AVEYRON;Femmes Victimes de Violence;2.2638711129611164;44.55513244305099;Centres d'accueil;Hébergement;12089
120006762;120006770;Hébergement d'Urgence Adultes, Familles Difficulté;Hébergement Complet Internat;Autre Centre d'Accueil;6384278.8;641533.7;ACCES LOGEMENT INSERTION;;1;089;12;AVEYRON;Familles en difficulté et/ou femmes isolées;2.2638711129611164;44.55513244305099;Centres d'accueil;Hébergement;12089
120001599;120007018;Hébergement d'Urgence Adultes, Familles Difficulté;Hébergement Complet Internat;Autre Centre d'Accueil;6335178.1;706735.0;CHU TRAIT D'UNION;;2;145;12;AVEYRON;Femmes Seules en Difficulté;3.084141693600927;44.115574922377874;Centres d'accueil;Hébergement;12145
120001599;120007018;Hébergement d'Urgence Adultes, Familles Difficulté;Hébergement Complet Internat;Autre Centre d'Accueil;6335178.1;706735.0;CHU TRAIT D'UNION;;2;145;12;AVEYRON;Prostituées avec ou sans Enfant;3.084141693600927;44.115574922377874;Centres d'accueil;Hébergement;12145
120000278;120007752;Hébergement d'Urgence Adultes, Familles Difficulté;Hébergement Complet Internat;Autre Centre d'Accueil;6361563.6;666221.3;CHU HJ GRAND RODEZ;CENTRE HEBERGEMENT URGENCE HABITAT JEUNES GRAND RODEZ;2;202;12;AVEYRON;Familles en difficulté et/ou femmes isolées;2.576230797614631;44.352288199725905;Centres d'accueil;Hébergement;12202
120000278;120007752;Hébergement d'Urgence Adultes, Familles Difficulté;Hébergement de Nuit Eclaté;Autre Centre d'Accueil;6361563.6;666221.3;CHU HJ GRAND RODEZ;CENTRE HEBERGEMENT URGENCE HABITAT JEUNES GRAND RODEZ;1;202;12;AVEYRON;Femmes Victimes de Violence;2.576230797614631;44.352288199725905;Centres d'accueil;Hébergement;12202
120009022;120009030;Hébergement d'Urgence Adultes, Familles Difficulté;Hébergement de Nuit Eclaté;Autre Centre d'Accueil;6361799.1;666198.7;CHU LA PANTARELLE;CENTRE D'HEBERGEMENT D'URGENCE LA PANTARELLE;2;202;12;AVEYRON;Tous publics en difficulté;2.575931408981075;44.354406945718424;Centres d'accueil;Hébergement;12202
120783931;120010145;Hébergement d'Urgence Adultes, Familles Difficulté;Hébergement de Nuit Eclaté;Autre Centre d'Accueil;6361484.2;623238.6;HU VILLAGE DOUZE;;2;300;12;AVEYRON;Femmes Victimes de Violence;2.0370438589911295;44.348176091071274;Centres d'accueil;Hébergement;12300
300002268;300002318;Hébergement d'Urgence Adultes, Familles Difficulté;Hébergement Complet Internat;Autre Centre d'Accueil;6321171.1;842682.2;LIEU A VIVRE LE  MAS DE CARLES;;30;351;30;GARD;Tous publics en difficulté;4.778315373396494;43.97508139625668;Centres d'accueil;Hébergement;30351
750015968;300002458;Veille sociale;Accueil de Jour;Autre Centre d'Accueil;6304204.1;809443.9;SERVICE ACCUEIL ET ORIENTATION ADEJO;SERVICE ACCUEIL ET ORIENTATION ADEJO;;189;30;GARD;Tous publics en difficulté;4.3605023135969905;43.828363259761446;Centres d'accueil;Social;30189
